Year,Unemployment rate,Vacancy rate,FERU
1972.5,0.0556666666666667,0.0400666666666667,0.0472268755877178
1972.75,0.0536666666666667,0.0443666666666667,0.0487956054487606
1973,0.0493333333333333,0.0481333333333333,0.0487296396229007
1973.25,0.0493333333333333,0.0475,0.0484079883214882
1973.5,0.048,0.0475,0.0477493455452533
1973.75,0.0476666666666667,0.0462666666666667,0.0469614499113664
1974,0.0513333333333333,0.0438666666666667,0.0474533689238417
1974.25,0.052,0.0442,0.047941631177923
1974.5,0.0563333333333333,0.0401666666666667,0.0475680798668837
1974.75,0.066,0.0331,0.0467397047487465
1975,0.0826666666666667,0.0278,0.0479388499375333
1975.25,0.0886666666666667,0.0275333333333333,0.0494094008149147
1975.5,0.0846666666666667,0.0292,0.0497218932329277
1975.75,0.083,0.0303333333333333,0.0501763556535014
1976,0.0773333333333333,0.0324,0.0500559686750741
1976.25,0.0756666666666667,0.0332666666666667,0.0501714837111459
1976.5,0.0773333333333333,0.0330333333333333,0.0505428311215129
1976.75,0.0776666666666667,0.0341333333333333,0.0514880784475613
1977,0.075,0.0366,0.0523927475897189
1977.25,0.0713333333333333,0.0387666666666667,0.052586648073019
1977.5,0.069,0.0407333333333333,0.0530150921908092
1977.75,0.0666666666666667,0.0438666666666667,0.0540781327751287
1978,0.0633333333333333,0.046,0.0539753029943634
1978.25,0.06,0.0491,0.0542770669804476
1978.5,0.0603333333333333,0.0494666666666667,0.0546304758252103
1978.75,0.059,0.0512666666666667,0.0549975757041466
1979,0.0586666666666667,0.0499333333333333,0.0541241371499096
1979.25,0.057,0.0510333333333333,0.0539342191933841
1979.5,0.0586666666666667,0.0504666666666667,0.0544124168835672
1979.75,0.0596666666666667,0.0497333333333333,0.0544740509070348
1980,0.063,0.0460333333333333,0.053852576540032
1980.25,0.0733333333333333,0.0379,0.0527193828997773
1980.5,0.0766666666666667,0.0378333333333333,0.0538568060281665
1980.75,0.074,0.0396333333333333,0.0541559476573595
1981,0.0743333333333333,0.0384,0.0534265851426048
1981.25,0.074,0.0381,0.0530980225620503
1981.5,0.074,0.0370333333333333,0.0523494667276245
1981.75,0.0823333333333333,0.0328666666666667,0.0520194408103569
1982,0.0883333333333333,0.0304333333333333,0.0518486043956612
1982.25,0.0943333333333333,0.0273666666666667,0.0508093385992072
1982.5,0.099,0.0240333333333333,0.0487780688424624
1982.75,0.106666666666667,0.0232,0.0497460216164737
1983,0.103666666666667,0.0244666666666667,0.0503624639764356
1983.25,0.101333333333333,0.0269,0.0522098330457651
1983.5,0.0936666666666667,0.0296333333333333,0.0526844906547986
1983.75,0.0853333333333333,0.0335333333333333,0.0534930940506446
1984,0.0786666666666667,0.0363,0.0534378143265609
1984.25,0.0743333333333333,0.0387666666666667,0.0536810539721004
1984.5,0.0743333333333333,0.0393666666666667,0.0540948755018029
1984.75,0.073,0.0398666666666667,0.0539468874604149
1985,0.0723333333333333,0.04,0.0537897140105182
1985.25,0.073,0.0402,0.0541719484604348
1985.5,0.072,0.0404333333333333,0.0539555372505918
1985.75,0.0703333333333333,0.0402333333333333,0.0531953423190832
1986,0.0703333333333333,0.0393333333333333,0.0525970003369436
1986.25,0.0716666666666667,0.0394666666666667,0.0531831218004777
1986.5,0.0696666666666667,0.0393666666666667,0.052369308229577
1986.75,0.0683333333333333,0.0399333333333333,0.0522377045607651
1987,0.066,0.0405,0.0517010638188423
1987.25,0.0626666666666667,0.0426,0.0516681720210808
1987.5,0.06,0.0440666666666667,0.0514198405287298
1987.75,0.0583333333333333,0.0446,0.0510065355289562
1988,0.057,0.0430666666666667,0.0495459382795401
1988.25,0.0546666666666667,0.0438333333333333,0.0489512228879139
1988.5,0.0546666666666667,0.0434,0.0487086576835508
1988.75,0.0533333333333333,0.0437,0.0482769786406178
1989,0.052,0.0419333333333333,0.04669618114293
1989.25,0.0523333333333333,0.0414333333333333,0.0465654855493255
1989.5,0.0523333333333333,0.0399666666666667,0.0457338921248661
1989.75,0.0536666666666667,0.04,0.0463321342770508
1990,0.053,0.0382,0.0449955553360551
1990.25,0.0533333333333333,0.0362666666666667,0.0439797933399217
1990.5,0.057,0.0342666666666667,0.0441950223441509
1990.75,0.0613333333333333,0.0297333333333333,0.0427041502016425
1991,0.066,0.0262,0.041583650633392
1991.25,0.0683333333333333,0.0254333333333333,0.0416886608617313
1991.5,0.0686666666666667,0.0246,0.0410998783453187
1991.75,0.071,0.0237666666666667,0.0410783803640471
1992,0.0736666666666667,0.0237333333333333,0.0418133418367338
1992.25,0.076,0.0242,0.0428858951171594
1992.5,0.0763333333333333,0.0241333333333333,0.0429205985253908
1992.75,0.0736666666666667,0.0248666666666667,0.0428000519210485
1993,0.0713333333333333,0.0251333333333333,0.0423419938647726
1993.25,0.0706666666666667,0.0257,0.042616115887459
1993.5,0.068,0.0266,0.0425299894192322
1993.75,0.0663333333333333,0.0281,0.0431736802539078
1994,0.0656666666666667,0.0305,0.0447530259684564
1994.25,0.062,0.0317333333333333,0.0443561344874265
1994.5,0.06,0.0324333333333333,0.0441134900002256
1994.75,0.0563333333333333,0.0343,0.043957176130108
1995,0.0546666666666667,0.0335,0.0427940805875454
1995.25,0.0566666666666667,0.0320333333333333,0.0426054247980492
1995.5,0.0566666666666667,0.033,0.0432434966208793
1995.75,0.0556666666666667,0.0336333333333333,0.0432695684697173
1996,0.0553333333333333,0.0329666666666667,0.0427101341083771
1996.25,0.055,0.0326666666666667,0.0423871049573649
1996.5,0.0526666666666667,0.0327333333333333,0.0415205437772141
1996.75,0.0533333333333333,0.0338666666666667,0.0424996732013579
1997,0.0523333333333333,0.0349,0.0427367913317476
1997.25,0.05,0.0344,0.0414728827066554
1997.5,0.0486666666666667,0.0355,0.0415652098114116
1997.75,0.0466666666666667,0.0368666666666667,0.0414782406141394
1998,0.0463333333333333,0.0379666666666667,0.0419418910186728
1998.25,0.044,0.0381333333333333,0.0409617707950556
1998.5,0.0453333333333333,0.0376,0.0412859943968089
1998.75,0.0443333333333333,0.0373666666666667,0.0407012148330844
1999,0.043,0.0398,0.0413690705721074
1999.25,0.0426666666666667,0.0384666666666667,0.0405122752316436
1999.5,0.0423333333333333,0.0379,0.0400553783321707
1999.75,0.0406666666666667,0.0387333333333333,0.0396882294333667
2000,0.0403333333333333,0.0408333333333333,0.0405825633054942
2000.25,0.0393333333333333,0.0388,0.0390657565309227
2000.5,0.04,0.0371666666666667,0.0385573166424567
2000.75,0.039,0.0360333333333333,0.0374873311933512
2001,0.0423333333333333,0.0357399500722182,0.0388971878125386
2001.25,0.044,0.0320789452786907,0.0375695833389511
2001.5,0.0483333333333333,0.0297801692805833,0.0379390939343776
2001.75,0.055,0.0267046836712472,0.0383243734706596
2002,0.057,0.0249695666460219,0.0377261885011361
2002.25,0.0583333333333333,0.0242596132466923,0.0376184011629555
2002.5,0.0573333333333333,0.0236484939509854,0.036821827582606
2002.75,0.0586666666666667,0.0236420342223881,0.0372424400522679
2003,0.0586666666666667,0.0224601057329798,0.0362995803878615
2003.25,0.0613333333333333,0.0215793283295643,0.0363803812177197
2003.5,0.0613333333333333,0.0217561173902467,0.0365291007271617
2003.75,0.0583333333333333,0.0220683050424463,0.0358792111694599
2004,0.057,0.0235415215901404,0.0366314991590299
2004.25,0.056,0.0243457494513152,0.0369237317896451
2004.5,0.0543333333333333,0.024153784120775,0.0362264489550859
2004.75,0.0543333333333333,0.0253055335534079,0.0370801023425659
2005,0.053,0.0266270755458426,0.0375664079189062
2005.25,0.051,0.0268203167873353,0.0369842690363633
2005.5,0.0496666666666667,0.0277399783724581,0.0371180853380858
2005.75,0.0496666666666667,0.0284029095008919,0.0375589914473791
2006,0.0473333333333333,0.0287908326474732,0.0369156616986214
2006.25,0.0463333333333333,0.0308523308377686,0.0378086144789334
2006.5,0.0463333333333333,0.030166033474094,0.0373857310253483
2006.75,0.0443333333333333,0.0305641016085118,0.0368104401582489
2007,0.045,0.0306680159541385,0.0371491684689743
2007.25,0.045,0.0312315455609532,0.0374889257013707
2007.5,0.0466666666666667,0.0304936240456854,0.037723146591962
2007.75,0.048,0.0302299978963719,0.0380925176251958
2008,0.05,0.029132341555213,0.0381656531158665
2008.25,0.0533333333333333,0.0269348847136424,0.0379015459411301
2008.5,0.06,0.0242690107738928,0.0381594109812189
2008.75,0.0686666666666667,0.0211777866452018,0.0381340794605541
2009,0.0826666666666667,0.0188998108243694,0.0395270080006216
2009.25,0.093,0.0159021155316201,0.0384564265687891
2009.5,0.0963333333333333,0.0152880002915541,0.0383763472478346
2009.75,0.0993333333333333,0.0160518046622559,0.0399309311576554
2010,0.0983333333333333,0.0175023340906048,0.0414856945493601
2010.25,0.0963333333333333,0.0190797193431552,0.042872053407676
2010.5,0.0946666666666667,0.0192346282711591,0.0426717487689814
2010.75,0.095,0.0202935565769174,0.0439077199909897
2011,0.0903333333333333,0.0204150511270104,0.0429436796103137
2011.25,0.0906666666666667,0.0210678072239552,0.043705238301283
2011.5,0.09,0.0225668259826309,0.045066776437158
2011.75,0.0863333333333333,0.023714429099438,0.0452476044918566
2012,0.0826666666666667,0.0243490062931444,0.0448648101177296
2012.25,0.082,0.024989127191337,0.0452670788729473
2012.5,0.0803333333333333,0.0246410846932496,0.0444915775215683
2012.75,0.078,0.0247254013339012,0.0439156157197448
2013,0.0773333333333333,0.0255258992915536,0.0444297521774184
2013.25,0.0753333333333333,0.0261612660608632,0.0443938664297787
2013.5,0.0723333333333333,0.0259589097741773,0.043332372121377
2013.75,0.0693333333333333,0.026807936324192,0.0431124527850594
2014,0.0666666666666667,0.0270323235588294,0.0424517950612452
2014.25,0.062,0.0293526099322882,0.0426598384408786
2014.5,0.0606666666666667,0.0324174579081536,0.0443470304878991
2014.75,0.057,0.0314739172585561,0.0423557939807259
2015,0.0553333333333333,0.0338930413182349,0.0433060613880128
2015.25,0.0543333333333333,0.0346999945939831,0.0434208057610605
2015.5,0.051,0.0356131341073054,0.0426177174362093
2015.75,0.0503333333333333,0.0358998113416879,0.0425083188430801
2016,0.049,0.0370246180464815,0.0425935004933569
2016.25,0.0493333333333333,0.037133465321337,0.0428009067955259
2016.5,0.049,0.0363262569984539,0.0421898873300728
2016.75,0.0476666666666667,0.0364039146286705,0.0416563712289804
2017,0.0456666666666667,0.0364960111210594,0.0408246393067762
2017.25,0.0436666666666667,0.0368873470728493,0.040134118762566
2017.5,0.0433333333333333,0.0390285068265218,0.0411246312544678
2017.75,0.0416666666666667,0.0394641956518935,0.0405504807060972
2018,0.0403333333333333,0.0402748378959505,0.0403040750024528
2018.25,0.0393333333333333,0.042629685074898,0.0409483529943023
2018.5,0.0376666666666667,0.0444939634545397,0.0409382375062849
2018.75,0.0383333333333333,0.0456542144433692,0.0418339362280093
2019,0.0386666666666667,0.045118426157112,0.0417681594607862
2019.25,0.0363333333333333,0.0447571920683417,0.0403258971193833
2019.5,0.036,0.0435726082534951,0.0396057306096709
2019.75,0.036,0.043153990602726,0.0394150182252671
